,event,event_code,time,user,message,category,code
2762,match round two,9,[1:51:40] ,almightygod,bruh lee sin in a fighting game would be sick,game,9
2763,match round two,9,[1:51:41] ,zyxwhitewind,what ashe would be a zoner,question,8
2764,match round two,9,[1:51:46] ,micksinjer,damn that looks annoying,badp,7
2765,match round two,9,[1:51:47] ,lcspacely,i dont see the bundles is it because im on the west coast,game,9
2766,match round two,9,[1:51:47] ,cryojazz,why would ashe be a rushdown and not zoner,question,8
2767,match round two,9,[1:51:49] ,themegaguy,robot characters,cdesign,4
2768,match round two,9,[1:51:53] ,zyxwhitewind,bram is the grappler,cinfo,5
2769,match round two,9,[1:52:00] ,drarkain,i remember a fucking long time ago we talked about it i have an feeling that they will make an smash style fg,other,10
2770,match round two,9,[1:52:00] ,leafretv,rushdown with a bow,request,1
2771,match round two,9,[1:52:01] ,kiboshkaibutsu,probably do stun combos with tth fireball,request,1
2772,match round two,9,[1:52:02] ,ssjsoujiro,make new characters no no no better use assists that they have already imo,game,9
2773,match round two,9,[1:52:03] ,crypticrumpet,does lucia have a f or f,question,8
2774,match round two,9,[1:52:05] ,yamsandjams,lol wtf,badp,7
2775,match round two,9,[1:52:08] ,yamsandjams,gimme a break,badp,7
2776,match round two,9,[1:52:09] ,pipiripau,i was woundering i just got out of work but does anybody know if there was any announcements on a new update on the sf,game,9
2777,match round two,9,[1:52:10] ,almightygod,blizcrack would be a robot fighter,cinfo,5
2778,match round two,9,[1:52:10] ,eltaninz,almightygod personally i hope thats the case i really like lol characters but i could never dig the game itself,game,9
2779,match round two,9,[1:52:10] ,ensanesane,damn that slide is fast,goodp,6
2780,match round two,9,[1:52:11] ,serow,kof probably for both their financial report said they are planning for release,game,9
2781,match round two,9,[1:52:13] ,kumaoso,hahahah,goodp,6
2782,match round two,9,[1:52:13] ,poorygone,that fireball lmao,goodp,6
2783,match round two,9,[1:52:15] ,taken,xd,goodp,6
2784,match win,11,[1:52:16] ,someguyzero,anyone know why this stage is banned in tourneys nowadays,game,9
2785,match win,11,[1:52:16] ,battlebrn,depends on the characters,game,9
2786,match win,11,[1:52:17] ,micksinjer,it reminds me of laura standing med kick from season,game,9
2787,match win,11,[1:52:17] ,leafretv,master yi in a fighting game would be,game,9
2788,match win,11,[1:52:20] ,phenrixx,wtf,badp,7
2789,match win,11,[1:52:21] ,thedarkfenix,noooo ryu,badp,7
2790,match win,11,[1:52:21] ,shinobiaj,thats why this guy is in rookie,badp,7
2791,match win,11,[1:52:22] ,sweetbabybuddha,ran him into it,badp,7
2792,match win,11,[1:52:23] ,deala,lmao,goodp,6
2793,match win,11,[1:52:25] ,battlebrn,yasuo would fit into a fighting game,other,10
2794,match win,11,[1:52:26] ,andalaaa,am i still black listed,question,8
2795,match win,11,[1:52:26] ,shinobiaj,its cuz he plays ryu,comment,2
2796,match win,11,[1:52:29] ,domadormilagroso,megatonbeef sorry for asking too much i miss evo for studying,game,9
2797,match win,11,[1:52:30] ,efmaniacjp,that throw just matched,caction,3
2798,match win,11,[1:52:30] ,zyxwhitewind,they have plenty of characters to adapt to fighting game archetypes,game,9
2799,match win,11,[1:52:32] ,battlebrn,aatrox would,other,10
2800,match win,11,[1:52:32] ,hulkbusterv,poor ryu,cinfo,5
2801,match win,11,[1:52:33] ,serow,someguyzero coz this stage is too boring,game,9
2802,match win,11,[1:52:34] ,megatonbeef,that was so jank,badp,7
2803,match win,11,[1:52:35] ,horseapples,someguyzero doesnt make a good spectating experience,badp,7
2804,match win,11,[1:52:36] ,roninwoof,cause this stage sucks,game,9
2805,match win,11,[1:52:36] ,ssjsoujiro,poor ryu payback for being good in sf,cinfo,5
2806,match win,11,[1:52:38] ,battlebrn,some others wouldnt,other,10
2807,match win,11,[1:52:39] ,andynigma,and ken to hahaha thas crazy bro,cinfo,5
2808,match round one,8,[1:52:41] ,totay,as a ryu player it kills me,cinfo,5
2809,match round one,8,[1:52:42] ,gruffgridof,feelsryuman,cinfo,5
2810,match round one,8,[1:52:42] ,omegafighter,is this character good,question,8
2811,match round one,8,[1:52:45] ,themrheadache,whoa her stand hp is only,cdesign,4
2812,match round one,8,[1:52:46] ,chronodragon,ryu will never be good in sfv,cinfo,5
2813,match round one,8,[1:52:47] ,linkashbr,it can be a button specials game guys calm down with the hype,game,9
2814,match round one,8,[1:52:49] ,shinobiaj,try that on my graves,other,10
2815,match round one,8,[1:52:56] ,ghostfromrdstrike,mmo dev team working on a fighting game is cool because they know how to make each character different and stand out with tons of personality,game,9
2816,match round one,8,[1:52:58] ,jar,hope to see sodom oro and cviper ryu is just a lost cause,cinfo,5
2817,match round one,8,[1:52:59] ,domadormilagroso,make ryu great again,request,1
2818,match round one,8,[1:53:06] ,darnellplayer,ryu and ken get all the flak for no reason,cinfo,5
2819,match round one,8,[1:53:07] ,battlebrn,i just cant picture moba players caring about a fighting game,game,9
2820,match round one,8,[1:53:09] ,ghostfromrdstrike,similar to like blizzard making a fighting game,other,10
2821,match round one,8,[1:53:13] ,bobdobbz,rashidoo have you seen hondas butt slap animation and sound after st fierce,cdesign,4
2822,match round one,8,[1:53:15] ,mosesthechosenone,sf ryu as guest character,request,1
2823,match round one,8,[1:53:16] ,ghostfromrdstrike,moba,other,10
2824,match round one,8,[1:53:18] ,ghostfromrdstrike,sorry,other,10
2825,match round one,8,[1:53:19] ,naughtyjuri,new guilty gear looks to have doa stage interaction to the next stage when falling off the current one,game,9
2826,match round one,8,[1:53:21] ,sacredsilence,im a pad player just coming back to the game any suggestions for a main,game,9
2827,match round one,8,[1:53:25] ,tigerbloodbeast,are you going to test out the other characters tonight,question,8
2828,match round one,8,[1:53:26] ,horseapples,could you imagine a blizzard fighting game theyd give all the moves cooldown,game,9
2829,match round one,8,[1:53:26] ,topgunlt,they need to add a gem system in sf that would modify projectile behavior,request,1
2830,match round one,8,[1:53:36] ,poorygone,soo specials will have cooldowns,game,9
2831,match round one,8,[1:53:37] ,laughswithknives,ive got k hours in dota i care about leagues fighting game,game,9
2832,match round one,8,[1:53:37] ,serow,reminds me of ks ein trigger,game,9
2833,match round one,8,[1:53:38] ,ghostfromrdstrike,gems ghostfthinking,game,9
2834,match round one,8,[1:53:41] ,sweetbabybuddha,ryu has a tatsu though,cinfo,5
2835,match round one,8,[1:53:41] ,crypticrumpet,topgunlt please no gems,request,1
2836,match round one,8,[1:53:44] ,leafretv,its funny cause some of the most popular league champions are the ones with super high skill caps so it wouldnt be surprising if they gravitate to a fighting game,game,9
2837,match round one,8,[1:53:45] ,serow,i loved that skill and its followups,goodp,6
2838,match round one,8,[1:53:46] ,shinzo,battlebrn dyrus has been getting really into fighting games,game,9
2839,match round one,8,[1:53:46] ,thedarkfenix,man ryu has just been dumped on once again,cinfo,5
2840,match round one,8,[1:53:47] ,clinnamon,feelsryuman,cinfo,5
2841,match round one,8,[1:53:47] ,ensanesane,rip,badp,7
2842,match win,11,[1:53:48] ,afroshouji,why dont my fireballs act like pinballs,question,8
2843,match win,11,[1:53:52] ,leafretv,like yasuoriven are some of the most popular characters in league,game,9
2844,match win,11,[1:53:53] ,nightmarejames,i wouldnt trust riot making a fighting game,game,9
2845,match win,11,[1:53:53] ,jar,new gg tbh,goodp,6
2846,match win,11,[1:53:53] ,naughtyjuri,no gems please thats how sfxtk died,request,1
2847,match round two,9,[1:53:54] ,shinobiaj,ah yes tatsu the best move in the game,game,9
2848,match round two,9,[1:53:55] ,valeriobr,lucia soccer player,cinfo,5
2849,match round two,9,[1:53:58] ,ssjsoujiro,poor ryu,cinfo,5
2850,match round two,9,[1:53:59] ,ghostfromrdstrike,after sfxt im good off gens ghostfthinking,other,10
2851,match round two,9,[1:54:00] ,darnellplayer,lab it,goodp,6
2852,match round two,9,[1:54:04] ,vampirekoala,bully,game,9
2853,match round two,9,[1:54:04] ,chronodragon,ryu getting bullied head,cinfo,5
2854,match round two,9,[1:54:08] ,slooowdown,does the fireball build meter crazy like k,question,8
2855,match round two,9,[1:54:12] ,rorboy,shes a cawp,cinfo,5
2856,match round two,9,[1:54:15] ,drarkain,battlebrn yeah most of my friends that play moba only like smash the other fg they play mashing really hard haha,game,9
2857,match round two,9,[1:54:15] ,kiboshkaibutsu,httpsclipstwitchtvsleepybumblingnoodledogface,other,10
2858,match round two,9,[1:54:16] ,crypticrumpet,oh does she get like a cooldown on her fireball,question,8
2859,match round two,9,[1:54:22] ,someguyzero,id like to see how the fireball work against sagats fireball,request,1
2860,match round two,9,[1:54:23] ,josdean,lucia fireball reminds me rashids bullshit tornado,cdesign,4
2861,match round two,9,[1:54:26] ,blackcraftfgc,how can i get more fight money,question,8
2862,match round two,9,[1:54:27] ,bobdobbz,from bawston,other,10
2863,match round two,9,[1:54:36] ,bobdobbz,i love her accent,cdesign,4
2864,match round two,9,[1:54:37] ,afroshouji,and she has a good tatsu,cdesign,4
2865,match round two,9,[1:54:37] ,countmeowingtonn,i like how she tries to put the fire out on her foot after using fireballs,caction,3
2866,match round two,9,[1:54:42] ,kirb,riot game gonna have one for normals then buttons for special moves then one button for super move,game,9
2867,match round two,9,[1:54:42] ,battlebrn,theres lots of us who play mobas and fighting games but in general i doubt they care about them unless its smash,game,9
2868,match win,11,[1:54:43] ,damuffinman,leave this poor child alone,request,1
2869,match win,11,[1:54:45] ,slonsteady,you on a hitbox,other,10
2870,match win,11,[1:54:46] ,tisnomad,is there a new patch,question,8
2871,match win,11,[1:54:50] ,rorboy,shes da lawr,other,10
2872,match win,11,[1:54:51] ,yomothewanderer,be a real man set it to pc and ps,request,1
2873,match win,11,[1:54:55] ,domadormilagroso,blackcraftfgc living in online,other,10
2874,match win,11,[1:54:57] ,megatonbeef,blackcraftfgc level up low level characters,game,9
2875,match win,11,[1:54:57] ,thelexnard,does she have any light confirms at all,question,8
2876,match win,11,[1:54:58] ,alphabee,lol you call ya self kapakawfee lol,other,10
2877,match win,11,[1:55:01] ,solideva,bullying things never change,game,9
2902,match round one,8,[1:56:23] ,sweetbabybuddha,mcdonalds,other,10
2903,match round one,8,[1:56:29] ,jar,zafina,request,1
2904,match round one,8,[1:56:31] ,prothype,poorygone she also reminds me of king from kof i think thats her name,cdesign,4
2905,match round one,8,[1:56:33] ,leafretv,curseshadowx the company that made rising thunder,game,9
2906,match round one,8,[1:56:38] ,ghostfromrdstrike,i thought it said capcom cup on her back,game,9
2907,match round one,8,[1:56:38] ,goldcarats,idom should be sponsored he put in work,game,9
2908,match round one,8,[1:56:38] ,omegafighter,the guilty gear trailer tho,game,9
2909,match round one,8,[1:56:50] ,glovecold,mishima clan hype indeed,game,9
2910,match round one,8,[1:56:59] ,redhotjoe,lars buffs,other,10
2911,match round one,8,[1:57:02] ,taken,im going to be broke,other,10
2912,match round one,8,[1:57:06] ,sonicnerd,leroy zafina,request,1
2913,match round one,8,[1:57:14] ,almightygod,yeah that gg trailer was,goodp,6
2914,match win,11,[1:57:30] ,someguyzero,smurfed,game,9
2915,match round two,9,[1:57:34] ,megatonbeef,did infexous sell his emotions for skills that man did not emote,game,9
2916,match round two,9,[1:57:37] ,horseapples,i hope the new gg has baiken from the start this time and not weird stupid characters like bedman,game,9
2917,match round two,9,[1:57:39] ,shawnu,you hated lucia how is she now,question,8
2918,match round two,9,[1:57:46] ,ghostfromrdstrike,between now and my bank account is fucked,other,10
2919,match round two,9,[1:57:47] ,serow,black dudes with dreadlocks lol,cdesign,4
2920,match round two,9,[1:57:49] ,alphabee,sonicnerd you mean leroy jenkins,other,10
2921,match round two,9,[1:58:00] ,kiboshkaibutsu,whats her v skill,question,8
2922,match round two,9,[1:58:00] ,someguyzero,megatonbeef thats why signed him,other,10
2923,match round two,9,[1:58:02] ,rorboy,big black wang,cdesign,4
2924,match round two,9,[1:58:02] ,euury,so is that mcdonalds lucia,other,10
2925,match round two,9,[1:58:05] ,jar,the only good thing about gg trailer is the stage transitions the game looks exactly like the previous one,game,9
2926,match round two,9,[1:58:16] ,horseapples,is infexious the miles morales to daigos peter parker,other,10
2927,match round two,9,[1:58:17] ,ghostfromrdstrike,not really,other,10
2928,match round two,9,[1:58:25] ,poorygone,euury lmao now i cannot unsee that,other,10
2929,match round two,9,[1:58:27] ,ghostfromrdstrike,graphics wise it looks different,other,10
2930,match round two,9,[1:58:27] ,metalxoath,kiboshkaibutsu its the triple kick into back hand,caction,3
2931,match round two,9,[1:58:29] ,olhaba,looks like the last one someone that hasnt played xrd rev,comment,2
2932,match round two,9,[1:58:31] ,horseapples,now that is a year old drunk,comment,2
2933,match round two,9,[1:58:32] ,cryojazz,if you dont see the upgrade in graphicsanimation in the new gg you need new eyes,comment,2
2934,match round two,9,[1:58:35] ,azurewotan,for someone who complained about honda not being in why arent you playing him,comment,2
2935,match win,11,[1:58:41] ,sonicnerd,alphabee you mean black lee,other,10
2936,match win,11,[1:58:45] ,kiboshkaibutsu,o shit nicu and metalxoath ty,other,10
2937,match win,11,[1:58:46] ,horseapples,oh yeah the new gg actually has animation now,cdesign,4
2938,match win,11,[1:58:50] ,bustarwolf,it was worth it for infexious since he was the evo champion,game,9
2939,match win,11,[1:58:50] ,menilapaper,leroy in mecca leroy,request,1
2940,match win,11,[1:58:52] ,naughtyjuri,all fighters has some same look stop it lol,cdesign,4
2941,match win,11,[1:58:52] ,jar,and congratulations to infexious,other,10
2942,match win,11,[1:58:52] ,quoji,use other colorcostume,request,1
2943,match win,11,[1:58:54] ,battlebrn,i think poison has aids,cinfo,5
2944,match win,11,[1:58:57] ,ghostfromrdstrike,it looks like the graphics and animations are similar to dbfz,game,9
2945,match win,11,[1:59:02] ,someguyzero,wait till tomorrow azurewotan,request,1
2946,match win,11,[1:59:05] ,megatonbeef,diago was so hungover and high when he fough valle it was hilarious,game,9
2947,match round one,8,[1:59:14] ,schmalthoff,euury mcdonalds lucia hahahha,cdesign,4
2948,match round one,8,[1:59:20] ,jar,absolutely,other,10
2949,match round one,8,[1:59:26] ,poorygone,he has one job,other,10
2950,match round one,8,[1:59:28] ,admiralackbarssnackbar,poisons whip has a hurtbox,cinfo,5
2951,match round one,8,[1:59:31] ,hulkbusterv,it was so baaaad,badp,7
2952,match round one,8,[1:59:32] ,tigerbloodbeast,chat why isnt he playing honda,question,8
2953,match round one,8,[1:59:43] ,someguyzero,evo production team failed hard,game,9
2954,match round one,8,[1:59:45] ,leoguimaraes,imagine his face seeing thatoh wait its the same face he always has,comment,2
2955,match round one,8,[1:59:46] ,cryojazz,whens miek russ on honda,question,8
